ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
7.249595420811225663e-04,3.432371589037373164e-03,-6.199394891667634688e+00
7.212076012239323694e-04,3.433153722636189589e-03,-6.166863875393973515e+00
7.174745182245807155e-04,3.433927723677940302e-03,-6.134503624390431398e+00
7.137602071472917481e-04,3.434693676129542059e-03,-6.102313242257665138e+00
7.100645823044545975e-04,3.435451663103395066e-03,-6.070291837301808435e+00
7.063875582584581763e-04,3.436201766865814612e-03,-6.038438522509769868e+00
7.027290498234711139e-04,3.436944068845399804e-03,-6.006752415524664990e+00
6.990889720671617348e-04,3.437678649641299523e-03,-5.975232638621371883e+00
6.954672403123631766e-04,3.438405589031427647e-03,-5.943878318682218165e+00
6.918637701386852728e-04,3.439124965980586753e-03,-5.912688587172795884e+00
6.882784773840709257e-04,3.439836858648521577e-03,-5.881662580117903438e+00
6.847112781463003282e-04,3.440541344397892234e-03,-5.850799438077608272e+00
6.811620887844444449e-04,3.441238499802187160e-03,-5.820098306123446363e+00
6.776308259202656935e-04,3.441928400653546712e-03,-5.789558333814735391e+00
6.741174064395694023e-04,3.442611121970519557e-03,-5.759178675175017581e+00
6.706217474935088647e-04,3.443286738005753994e-03,-5.728958488668628668e+00
6.671437664998358576e-04,3.443955322253601688e-03,-5.698896937177382327e+00
6.636833811441110453e-04,3.444616947457667180e-03,-5.668993187977384274e+00
6.602405093808644005e-04,3.445271685618273710e-03,-5.639246412715967161e+00
6.568150694347090054e-04,3.445919607999866144e-03,-5.609655787388738268e+00
6.534069798014136531e-04,3.446560785138341916e-03,-5.580220492316757763e+00
6.500161592489273098e-04,3.447195286848310416e-03,-5.550939712123839520e+00
6.466425268183650888e-04,3.447823182230290787e-03,-5.521812635713950534e+00
6.432860018249479282e-04,3.448444539677836002e-03,-5.492838456248755108e+00
6.399465038589036711e-04,3.449059426884589288e-03,-5.464016371125261173e+00
6.366239527863240197e-04,3.449667910851278961e-03,-5.435345581953583860e+00
6.333182687499869018e-04,3.450270057892640407e-03,-5.406825294534836956e+00
6.300293721701333022e-04,3.450865933644280820e-03,-5.378454718839125626e+00
6.267571837452117845e-04,3.451455603069466735e-03,-5.350233068983667906e+00
6.235016244525791018e-04,3.452039130465859532e-03,-5.322159563211021016e+00
6.202626155491687164e-04,3.452616579472181108e-03,-5.294233423867427568e+00
6.170400785721215885e-04,3.453188013074814065e-03,-5.266453877381276349e+00
6.138339353393799935e-04,3.453753493614341186e-03,-5.238820154241670579e+00
6.106441079502469707e-04,3.454313082792024193e-03,-5.211331488977113402e+00
6.074705187859133536e-04,3.454866841676218752e-03,-5.183987120134304405e+00
6.043130905099475042e-04,3.455414830708727902e-03,-5.156786290257045380e+00
6.011717460687559904e-04,3.455957109711091293e-03,-5.129728245865259773e+00
5.980464086920093524e-04,3.456493737890825417e-03,-5.102812237434118714e+00
5.949370018930369691e-04,3.457024773847587953e-03,-5.076037519373280738e+00
5.918434494691916748e-04,3.457550275579300472e-03,-5.049403350006238966e+00
5.887656755021793576e-04,3.458070300488191341e-03,-5.022908991549773994e+00
5.857036043583674139e-04,3.458584905386802213e-03,-4.996553710093516898e+00
5.826571606890554745e-04,3.459094146503922940e-03,-4.970336775579622390e+00
5.796262694307205421e-04,3.459598079490471857e-03,-4.944257461782541441e+00
5.766108558052358921e-04,3.460096759425318382e-03,-4.918315046288907588e+00
5.736108453200585312e-04,3.460590240821058341e-03,-4.892508810477526282e+00
5.706261637683937788e-04,3.461078577629719474e-03,-4.866838039499463697e+00
5.676567372293291665e-04,3.461561823248420974e-03,-4.841302022258251903e+00
5.647024920679441593e-04,3.462040030524974905e-03,-4.815900051390184622e+00
5.617633549353965661e-04,3.462513251763436450e-03,-4.790631423244724019e+00
5.588392527689809786e-04,3.462981538729593446e-03,-4.765495437865015838e+00
5.559301127921625982e-04,3.463444942656412548e-03,-4.740491398968489811e+00
5.530358625145905720e-04,3.463903514249422506e-03,-4.715618613927580860e+00
5.501564297320837892e-04,3.464357303692051481e-03,-4.690876393750535556e+00
5.472917425265956450e-04,3.464806360650911007e-03,-4.666264053062334050e+00
5.444417292661576620e-04,3.465250734281023585e-03,-4.641780910085699929e+00
5.416063186047982833e-04,3.465690473231010805e-03,-4.617426286622213105e+00
5.387854394824410659e-04,3.466125625648216416e-03,-4.593199508033530165e+00
5.359790211247831421e-04,3.466556239183789072e-03,-4.569099903222687331e+00
5.331869930431518871e-04,3.466982360997713890e-03,-4.545126804615517102e+00
5.304092850343413140e-04,3.467404037763793280e-03,-4.521279548142158156e+00
5.276458271804272161e-04,3.467821315674575727e-03,-4.497557473218651403e+00
5.248965498485657234e-04,3.468234240446245106e-03,-4.473959922728647065e+00
5.221613836907723410e-04,3.468642857323451026e-03,-4.450486243005202347e+00
5.194402596436809320e-04,3.469047211084102297e-03,-4.427135783812674141e+00
5.167331089282844840e-04,3.469447346044105766e-03,-4.403907898328705883e+00
5.140398630496586380e-04,3.469843306062062645e-03,-4.380801943126307663e+00
5.113604537966702545e-04,3.470235134543914104e-03,-4.357817278156040253e+00
5.086948132416650552e-04,3.470622874447548255e-03,-4.334953266728279964e+00
5.060428737401394348e-04,3.471006568287355980e-03,-4.312209275495579419e+00
5.034045679303999132e-04,3.471386258138740768e-03,-4.289584674435128697e+00
5.007798287332005781e-04,3.471761985642591274e-03,-4.267078836831307065e+00
4.981685893513688188e-04,3.472133792009702256e-03,-4.244691139258307544e+00
4.955707832694176149e-04,3.472501718025159095e-03,-4.222420961562882269e+00
4.929863442531362506e-04,3.472865804052667656e-03,-4.200267686847158899e+00
4.904152063491734386e-04,3.473226090038850772e-03,-4.178230701451549400e+00
4.878573038846033142e-04,3.473582615517508722e-03,-4.156309394937758306e+00
4.853125714664774967e-04,3.473935419613813358e-03,-4.134503160071861139e+00
4.827809439813635995e-04,3.474284541048485320e-03,-4.112811392807495636e+00
4.802623565948705114e-04,3.474630018141920077e-03,-4.091233492269127581e+00
4.777567447511622952e-04,3.474971888818273631e-03,-4.069768860735396565e+00
4.752640441724575570e-04,3.475310190609499656e-03,-4.048416903622571894e+00
4.727841908585168353e-04,3.475644960659364947e-03,-4.027177029468069769e+00
4.703171210861194738e-04,3.475976235727407625e-03,-4.006048649914080606e+00
4.678627714085251523e-04,3.476304052192863252e-03,-3.985031179691263858e+00
4.654210786549305384e-04,3.476628446058554513e-03,-3.964124036602535650e+00
4.629919799299064245e-04,3.476949452954734496e-03,-3.943326641506947894e+00
4.605754126128315572e-04,3.477267108142898314e-03,-3.922638418303638019e+00
4.581713143573110710e-04,3.477581446519553959e-03,-3.902058793915875068e+00
4.557796230905859238e-04,3.477892502619955861e-03,-3.881587198275185724e+00
4.534002770129327365e-04,3.478200310621801152e-03,-3.861223064305558950e+00
4.510332145970541461e-04,3.478504904348890363e-03,-3.840965827907740326e+00
4.486783745874572331e-04,3.478806317274749094e-03,-3.820814927943608108e+00
4.463356959998269059e-04,3.479104582526215857e-03,-3.800769806220625213e+00
4.440051181203844878e-04,3.479399732886987850e-03,-3.780829907476379148e+00
4.416865805052420197e-04,3.479691800801146782e-03,-3.760994679363199200e+00
4.393800229797483240e-04,3.479980818376629190e-03,-3.741263572432859341e+00
4.370853856378215693e-04,3.480266817388675497e-03,-3.721636040121357070e+00
4.348026088412794508e-04,3.480549829283241785e-03,-3.702111538733769969e+00
4.325316332191565219e-04,3.480829885180372098e-03,-3.682689527429199305e+00
4.302723996670188163e-04,3.481107015877548620e-03,-3.663369468205785129e+00
4.280248493462672477e-04,3.481381251852993294e-03,-3.644150825885803968e+00
4.257889236834342880e-04,3.481652623268946881e-03,-3.625033068100847800e+00
4.235645643694747366e-04,3.481921159974911157e-03,-3.606015665277073179e+00
4.213517133590491707e-04,3.482186891510860756e-03,-3.587098090620526314e+00
4.191503128698015964e-04,3.482449847110421180e-03,-3.568279820102568500e+00
4.169603053816266355e-04,3.482710055704012989e-03,-3.549560332445337529e+00
4.147816336359354131e-04,3.482967545921967795e-03,-3.530939109107324558e+00
4.126142406349136917e-04,3.483222346097610868e-03,-3.512415634269002940e+00
4.104580696407733381e-04,3.483474484270312511e-03,-3.493989394818541427e+00
4.083130641749981526e-04,3.483723988188511256e-03,-3.475659880337591545e+00
4.061791680175833009e-04,3.483970885312704085e-03,-3.457426583087146010e+00
4.040563252062726323e-04,3.484215202818405875e-03,-3.439288997993476205e+00
4.019444800357881912e-04,3.484456967599080645e-03,-3.421246622634140699e+00
3.998435770570541456e-04,3.484696206269045048e-03,-3.403298957224068388e+00
3.977535610764170284e-04,3.484932945166334568e-03,-3.385445504601713118e+00
3.956743771548626725e-04,3.485167210355554976e-03,-3.367685770215282037e+00
3.936059706072257735e-04,3.485399027630689973e-03,-3.350019262109037221e+00
3.915482870013961450e-04,3.485628422517887161e-03,-3.332445490909667463e+00
3.895012721575223181e-04,3.485855420278219288e-03,-3.314963969812732447e+00
3.874648721472082557e-04,3.486080045910412099e-03,-3.297574214569178430e+00
3.854390332927087122e-04,3.486302324153544002e-03,-3.280275743471921857e+00
3.834237021661190633e-04,3.486522279489727080e-03,-3.263068077342510698e+00
3.814188255885631843e-04,3.486739936146744743e-03,-3.245950739517844852e+00
3.794243506293743353e-04,3.486955318100684164e-03,-3.228923255836976924e+00
3.774402246052790282e-04,3.487168449078521457e-03,-3.211985154627976069e+00
3.754663950795710816e-04,3.487379352560693833e-03,-3.195135966694861107e+00
3.735028098612851329e-04,3.487588051783638808e-03,-3.178375225304606033e+00
3.715494170043684712e-04,3.487794569742314315e-03,-3.161702466174209025e+00
3.696061648068506462e-04,3.487998929192685869e-03,-3.145117227457832509e+00
3.676730018100047843e-04,3.488201152654193775e-03,-3.128619049734009394e+00
3.657498767975130233e-04,3.488401262412188248e-03,-3.112207475992916805e+00
3.638367387946269608e-04,3.488599280520353688e-03,-3.095882051623718656e+00
3.619335370673231150e-04,3.488795228803091755e-03,-3.079642324401968168e+00
3.600402211214615293e-04,3.488989128857894473e-03,-3.063487844477084998e+00
3.581567407019380892e-04,3.489181002057678300e-03,-3.047418164359892767e+00
3.562830457918349952e-04,3.489370869553112993e-03,-3.031432838910222749e+00
3.544190866115717246e-04,3.489558752274904939e-03,-3.015531425324584180e+00
3.525648136180533363e-04,3.489744670936081785e-03,-2.999713483123895852e+00
3.507201775038155229e-04,3.489928646034230232e-03,-2.983978574141289641e+00
3.488851291961706392e-04,3.490110697853727323e-03,-2.968326262509967783e+00
3.470596198563504777e-04,3.490290846467941806e-03,-2.952756114651132080e+00
3.452436008786469298e-04,3.490469111741415550e-03,-2.937267699261971288e+00
3.434370238895541653e-04,3.490645513332019806e-03,-2.921860587303716450e+00
3.416398407469089138e-04,3.490820070693096289e-03,-2.906534351989754850e+00
3.398520035390252721e-04,3.490992803075561833e-03,-2.891288568773807022e+00
3.380734645838361237e-04,3.491163729530015209e-03,-2.876122815338166827e+00
3.363041764280278378e-04,3.491332868908795812e-03,-2.861036671582005475e+00
3.345440918461754006e-04,3.491500239868041908e-03,-2.846029719609729280e+00
3.327931638398791197e-04,3.491665860869717225e-03,-2.831101543719410252e+00
3.310513456368982923e-04,3.491829750183619331e-03,-2.816251730391265085e+00
3.293185906902841684e-04,3.491991925889370661e-03,-2.801479868276203433e+00
3.275948526775139991e-04,3.492152405878383523e-03,-2.786785548184433026e+00
3.258800854996255717e-04,3.492311207855806898e-03,-2.772168363074122954e+00
3.241742432803476799e-04,3.492468349342459349e-03,-2.757627908040133136e+00
3.224772803652333581e-04,3.492623847676732448e-03,-2.743163780302790844e+00
3.207891513207921947e-04,3.492777720016481194e-03,-2.728775579196739187e+00
3.191098109336237831e-04,3.492929983340891005e-03,-2.714462906159837985e+00
3.174392142095485716e-04,3.493080654452334743e-03,-2.700225364722119714e+00
3.157773163727409346e-04,3.493229749978193736e-03,-2.686062560494811624e+00
3.141240728648613781e-04,3.493377286372679677e-03,-2.671974101159407589e+00
3.124794393441884723e-04,3.493523279918624418e-03,-2.657959596456802132e+00
3.108433716847531711e-04,3.493667746729250262e-03,-2.644018658176478187e+00
3.092158259754717751e-04,3.493810702749938941e-03,-2.630150900145756143e+00
3.075967585192795461e-04,3.493952163759962010e-03,-2.616355938219096622e+00
3.059861258322644291e-04,3.494092145374205587e-03,-2.602633390267454772e+00
3.043838846428015342e-04,3.494230663044869956e-03,-2.588982876167702951e+00
3.027899918906901112e-04,3.494367732063165689e-03,-2.575404017792090716e+00
3.012044047262864592e-04,3.494503367560971175e-03,-2.561896438997780301e+00
2.996270805096451300e-04,3.494637584512491450e-03,-2.548459765616421624e+00
2.980579768096510243e-04,3.494770397735892306e-03,-2.535093625443790355e+00
2.964970514031613539e-04,3.494901821894917052e-03,-2.521797648229474387e+00
2.949442622741439181e-04,3.495031871500487667e-03,-2.508571465666622036e+00
2.933995676128153254e-04,3.495160560912293369e-03,-2.495414711381734207e+00
2.918629258147842570e-04,3.495287904340354038e-03,-2.482327020924523175e+00
2.903342954801918030e-04,3.495413915846577561e-03,-2.469308031757808219e+00
2.888136354128555930e-04,3.495538609346294200e-03,-2.456357383247479209e+00
2.873009046194131139e-04,3.495661998609777936e-03,-2.443474716652506373e+00
2.857960623084671416e-04,3.495784097263753085e-03,-2.430659675114999363e+00
2.842990678897331248e-04,3.495904918792882253e-03,-2.417911903650326710e+00
2.828098809731859173e-04,3.496024476541243885e-03,-2.405231049137277921e+00
2.813284613682087883e-04,3.496142783713784667e-03,-2.392616760308284185e+00
2.798547690827452505e-04,3.496259853377772352e-03,-2.380068687739690603e+00
2.783887643224492088e-04,3.496375698464219105e-03,-2.367586483842071932e+00
2.769304074898387398e-04,3.496490331769303538e-03,-2.355169802850606953e+00
2.754796591834507403e-04,3.496603765955759360e-03,-2.342818300815499466e+00
2.740364801969981216e-04,3.496716013554270960e-03,-2.330531635592452577e+00
2.726008315185261929e-04,3.496827086964842540e-03,-2.318309466833188726e+00
2.711726743295714824e-04,3.496936998458151629e-03,-2.306151455976023890e+00
2.697519700043245162e-04,3.497045760176899134e-03,-2.294057266236486647e+00
2.683386801087905382e-04,3.497153384137131199e-03,-2.282026562597991859e+00
2.669327663999558663e-04,3.497259882229562800e-03,-2.270059011802560089e+00
2.655341908249511597e-04,3.497365266220874881e-03,-2.258154282341581887e+00
2.641429155202205405e-04,3.497469547755002392e-03,-2.246312044446641565e+00
2.627589028106916912e-04,3.497572738354414075e-03,-2.234531970080377850e+00
2.613821152089464942e-04,3.497674849421375780e-03,-2.222813732927396924e+00
2.600125154143932433e-04,3.497775892239187757e-03,-2.211157008385236988e+00
2.586500663124427588e-04,3.497875877973441027e-03,-2.199561473555372793e+00
2.572947309736849900e-04,3.497974817673223449e-03,-2.188026807234271676e+00
2.559464726530676776e-04,3.498072722272341402e-03,-2.176552689904497573e+00
2.546052547890777272e-04,3.498169602590510668e-03,-2.165138803725860317e+00
2.532710410029231246e-04,3.498265469334550359e-03,-2.153784832526608906e+00
2.519437950977174525e-04,3.498360333099553854e-03,-2.142490461794674950e+00
2.506234810576685830e-04,3.498454204370045426e-03,-2.131255378668962308e+00
2.493100630472649829e-04,3.498547093521138605e-03,-2.120079271930676246e+00
2.480035054104682006e-04,3.498639010819671550e-03,-2.108961831994705882e+00
2.467037726699057316e-04,3.498729966425327253e-03,-2.097902750901047941e+00
2.454108295260657270e-04,3.498819970391756767e-03,-2.086901722306275797e+00
2.441246408564943322e-04,3.498909032667675556e-03,-2.075958441475052041e+00
2.428451717149955722e-04,3.498997163097963738e-03,-2.065072605271689454e+00
2.415723873308319694e-04,3.499084371424733379e-03,-2.054243912151753282e+00
2.403062531079301763e-04,3.499170667288409656e-03,-2.043472062153707025e+00
2.390467346240854687e-04,3.499256060228784267e-03,-2.032756756890605310e+00
2.377937976301706306e-04,3.499340559686062342e-03,-2.022097699541826277e+00
2.365474080493468721e-04,3.499424175001899801e-03,-2.011494594844850603e+00
2.353075319762758851e-04,3.499506915420426845e-03,-2.000947149087084043e+00
2.340741356763362095e-04,3.499588790089269274e-03,-1.990455070097717938e+00
2.328471855848396528e-04,3.499669808060542914e-03,-1.980018067239639024e+00
2.316266483062504207e-04,3.499749978291857595e-03,-1.969635851401376536e+00
2.304124906134098316e-04,3.499829309647295526e-03,-1.959308134989094174e+00
2.292046794467589700e-04,3.499907810898387518e-03,-1.949034631918626026e+00
2.280031819135658138e-04,3.499985490725074453e-03,-1.938815057607546244e+00
2.268079652871538509e-04,3.500062357716660078e-03,-1.928649128967292681e+00
2.256189970061359552e-04,3.500138420372763369e-03,-1.918536564395318722e+00
2.244362446736466359e-04,3.500213687104238372e-03,-1.908477083767298854e+00
2.232596760565794909e-04,3.500288166234109648e-03,-1.898470408429364209e+00
2.220892590848246332e-04,3.500361865998484739e-03,-1.888516261190386070e+00
2.209249618505123246e-04,3.500434794547452756e-03,-1.878614366314296902e+00
2.197667526072554704e-04,3.500506959945992938e-03,-1.868764449512451797e+00
2.186145997693962888e-04,3.500578370174849390e-03,-1.858966237936031218e+00
2.174684719112555552e-04,3.500649033131413186e-03,-1.849219460168483264e+00
2.163283377663842856e-04,3.500718956630592769e-03,-1.839523846218004799e+00
2.151941662268158271e-04,3.500788148405670035e-03,-1.829879127510061432e+00
2.140659263423239382e-04,3.500856616109151217e-03,-1.820285036879949470e+00
2.129435873196807339e-04,3.500924367313610827e-03,-1.810741308565394503e+00
2.118271185219194007e-04,3.500991409512521288e-03,-1.801247678199189961e+00
2.107164894675972650e-04,3.501057750121081696e-03,-1.791803882801873415e+00
2.096116698300614896e-04,3.501123396477025338e-03,-1.782409660774442406e+00
2.085126294367195142e-04,3.501188355841437609e-03,-1.773064751891108459e+00
2.074193382683097938e-04,3.501252635399548785e-03,-1.763768897292086635e+00
2.063317664581775521e-04,3.501316242261521584e-03,-1.754521839476427258e+00
2.052498842915492327e-04,3.501379183463239602e-03,-1.745323322294881629e+00
2.041736622048137551e-04,3.501441465967080995e-03,-1.736173090942807917e+00
2.031030707848028747e-04,3.501503096662682193e-03,-1.727070891953110365e+00
2.020380807680775077e-04,3.501564082367695108e-03,-1.718016473189220905e+00
2.009786630402138916e-04,3.501624429828541739e-03,-1.709009583838113411e+00
1.999247886350927824e-04,3.501684145721153593e-03,-1.700049974403355924e+00
1.988764287341918775e-04,3.501743236651708082e-03,-1.691137396698199957e+00
1.978335546658823850e-04,3.501801709157352331e-03,-1.682271603838705110e+00
1.967961379047244010e-04,3.501859569706932199e-03,-1.673452350236899866e+00
1.957641500707691978e-04,3.501916824701692670e-03,-1.664679391593980595e+00
1.947375629288590200e-04,3.501973480475991263e-03,-1.655952484893541410e+00
1.937163483879361756e-04,3.502029543297988448e-03,-1.647271388394845770e+00
1.927004785003476296e-04,3.502085019370346740e-03,-1.638635861626126733e+00
1.916899254611583510e-04,3.502139914830909410e-03,-1.630045665377928277e+00
1.906846616074625469e-04,3.502194235753371392e-03,-1.621500561696477050e+00
1.896846594177016988e-04,3.502247988147959290e-03,-1.613000313877093861e+00
1.886898915109797264e-04,3.502301177962082769e-03,-1.604544686457632929e+00
1.877003306463885328e-04,3.502353811080995919e-03,-1.596133445211962654e+00
1.867159497223278843e-04,3.502405893328444306e-03,-1.587766357143476137e+00
1.857367217758337742e-04,3.502457430467305084e-03,-1.579443190478636350e+00
1.847626199819073830e-04,3.502508428200227109e-03,-1.571163714660556820e+00
1.837936176528462884e-04,3.502558892170251105e-03,-1.562927700342614745e+00
1.828296882375796595e-04,3.502608827961438062e-03,-1.554734919382098068e+00
1.818708053210036952e-04,3.502658241099480731e-03,-1.546585144833886094e+00
1.809169426233228899e-04,3.502707137052318148e-03,-1.538478150944162515e+00
1.799680739993903510e-04,3.502755521230727608e-03,-1.530413713144161525e+00
1.790241734380546750e-04,3.502803398988936587e-03,-1.522391608043947020e+00
1.780852150615067975e-04,3.502850775625196075e-03,-1.514411613426227099e+00
1.771511731246287670e-04,3.502897656382379481e-03,-1.506473508240194326e+00
1.762220220143483464e-04,3.502944046448547722e-03,-1.498577072595406179e+00
1.752977362489930723e-04,3.502989950957530359e-03,-1.490722087755691483e+00
1.743782904776493834e-04,3.503035374989493279e-03,-1.482908336133092808e+00
1.734636594795217757e-04,3.503080323571486441e-03,-1.475135601281838849e+00
1.725538181632975138e-04,3.503124801678007220e-03,-1.467403667892347441e+00
1.716487415665112620e-04,3.503168814231551621e-03,-1.459712321785263223e+00
1.707484048549150809e-04,3.503212366103151607e-03,-1.452061349905523713e+00
1.698527833218470425e-04,3.503255462112910695e-03,-1.444450540316457143e+00
1.689618523876083292e-04,3.503298107030541723e-03,-1.436879682193913377e+00
1.680755875988355615e-04,3.503340305575888564e-03,-1.429348565820421468e+00
1.671939646278832912e-04,3.503382062419448280e-03,-1.421856982579382755e+00
1.663169592722037291e-04,3.503423382182886767e-03,-1.414404724949290371e+00
1.654445474537308638e-04,3.503464269439547467e-03,-1.406991586497981839e+00
1.645767052182674542e-04,3.503504728714953130e-03,-1.399617361876920318e+00
1.637134087348746775e-04,3.503544764487312359e-03,-1.392281846815505819e+00
1.628546342952628349e-04,3.503584381188006632e-03,-1.384984838115417727e+00
1.620003583131879928e-04,3.503623583202081660e-03,-1.377726133644986195e+00
1.611505573238456162e-04,3.503662374868734414e-03,-1.370505532333590626e+00
1.603052079832744195e-04,3.503700760481784100e-03,-1.363322834166093678e+00
1.594642870677550142e-04,3.503738744290155280e-03,-1.356177840177298366e+00
1.586277714732159286e-04,3.503776330498342782e-03,-1.349070352446435139e+00
1.577956382146417688e-04,3.503813523266868790e-03,-1.342000174091683373e+00
1.569678644254822745e-04,3.503850326712753399e-03,-1.334967109264714402e+00
1.561444273570639768e-04,3.503886744909964768e-03,-1.327970963145267635e+00
1.553253043780069241e-04,3.503922781889863211e-03,-1.321011541935753542e+00
1.545104729736414360e-04,3.503958441641656565e-03,-1.314088652855885941e+00
1.536999107454266452e-04,3.503993728112829095e-03,-1.307202104137341170e+00
1.528935954103754916e-04,3.504028645209584722e-03,-1.300351705018445880e+00
1.520915048004789017e-04,3.504063196797278963e-03,-1.293537265738893272e+00
1.512936168621331135e-04,3.504097386700841775e-03,-1.286758597534487070e+00
1.504999096555692507e-04,3.504131218705198222e-03,-1.280015512631911268e+00
1.497103613542878837e-04,3.504164696555691315e-03,-1.273307824243529618e+00
1.489249502444931308e-04,3.504197823958492709e-03,-1.266635346562211772e+00
1.481436547245300111e-04,3.504230604581014263e-03,-1.259997894756186287e+00
1.473664533043244815e-04,3.504263042052308767e-03,-1.253395284963919609e+00
1.465933246048263733e-04,3.504295139963474123e-03,-1.246827334289023481e+00
1.458242473574552025e-04,3.504326901868048440e-03,-1.240293860795189218e+00
1.450592004035474434e-04,3.504358331282401203e-03,-1.233794683501147293e+00
1.442981626938064587e-04,3.504389431686130100e-03,-1.227329622375654461e+00
1.435411132877537034e-04,3.504420206522426608e-03,-1.220898498332507076e+00
1.427880313531864069e-04,3.504450659198478021e-03,-1.214501133225578622e+00
1.420388961656331140e-04,3.504480793085828702e-03,-1.208137349843887653e+00
1.412936871078137517e-04,3.504510611520757820e-03,-1.201806971906686172e+00
1.405523836691026786e-04,3.504540117804650148e-03,-1.195509824058578641e+00
1.398149654449923839e-04,3.504569315204355585e-03,-1.189245731864662758e+00
1.390814121365624998e-04,3.504598206952551278e-03,-1.183014521805698882e+00
1.383517035499478101e-04,3.504626796248101143e-03,-1.176816021273303203e+00
1.376258195958099731e-04,3.504655086256408883e-03,-1.170650058565167129e+00
1.369037402888131200e-04,3.504683080109765366e-03,-1.164516462880297754e+00
1.361854457471001309e-04,3.504710780907695136e-03,-1.158415064314290310e+00
1.354709161917723535e-04,3.504738191717299885e-03,-1.152345693854620601e+00
1.347601319463698362e-04,3.504765315573600201e-03,-1.146308183375961409e+00
1.340530734363569020e-04,3.504792155479860821e-03,-1.140302365635527782e+00
1.333497211886076666e-04,3.504818714407934108e-03,-1.134328074268443176e+00
1.326500558308956780e-04,3.504844995298585751e-03,-1.128385143783132705e+00
1.319540580913825250e-04,3.504871001061811778e-03,-1.122473409556735024e+00
1.312617087981129786e-04,3.504896734577169024e-03,-1.116592707830545539e+00
1.305729888785124376e-04,3.504922198694086517e-03,-1.110742875705479582e+00
1.298878793588809576e-04,3.504947396232189431e-03,-1.104923751137559362e+00
1.292063613638974465e-04,3.504972329981601801e-03,-1.099135172933425775e+00
1.285284161161197921e-04,3.504997002703259205e-03,-1.093376980745872418e+00
1.278540249354916049e-04,3.505021417129209303e-03,-1.087649015069404923e+00
1.271831692388484451e-04,3.505045575962922790e-03,-1.081951117235822268e+00
1.265158305394282513e-04,3.505069481879582657e-03,-1.076283129409821626e+00
1.258519904463814706e-04,3.505093137526383434e-03,-1.070644894584625195e+00
1.251916306642879924e-04,3.505116545522829561e-03,-1.065036256577631679e+00
1.245347329926722120e-04,3.505139708461010341e-03,-1.059457060026091302e+00
1.238812793255211298e-04,3.505162628905903952e-03,-1.053907150382799918e+00
1.232312516508057300e-04,3.505185309395648062e-03,-1.048386373911818659e+00
1.225846320500056940e-04,3.505207752441826495e-03,-1.042894577684216895e+00
1.219414026976327711e-04,3.505229960529745916e-03,-1.037431609573833846e+00
1.213015458607592724e-04,3.505251936118706016e-03,-1.031997318253065066e+00
1.206650438985493846e-04,3.505273681642279669e-03,-1.026591553188672457e+00
1.200318792617884761e-04,3.505295199508575744e-03,-1.021214164637611610e+00
1.194020344924206855e-04,3.505316492100505384e-03,-1.015865003642886233e+00
1.187754922230822266e-04,3.505337561776049153e-03,-1.010543922029419894e+00
1.181522351766438957e-04,3.505358410868514209e-03,-1.005250772399953529e+00
1.175322461657484017e-04,3.505379041686795816e-03,-9.999854081309607068e-01
1.169155080923558283e-04,3.505399456515629307e-03,-9.947476833685873210e-01
1.163020039472884042e-04,3.505419657615842493e-03,-9.895374530246101585e-01
1.156917168097768191e-04,3.505439647224608928e-03,-9.843545727724186678e-01
1.150846298470121495e-04,3.505459427555690771e-03,-9.791988990430173789e-01
1.144807263136956850e-04,3.505479000799689455e-03,-9.740702890210473086e-01
1.138799895515944186e-04,3.505498369124282910e-03,-9.689686006408325669e-01
1.132824029890946267e-04,3.505517534674465387e-03,-9.638936925824413970e-01
1.126879501407638374e-04,3.505536499572789021e-03,-9.588454242677758588e-01
1.120966146069073653e-04,3.505555265919591511e-03,-9.538236558566740575e-01
1.115083800731331125e-04,3.505573835793239848e-03,-9.488282482430387965e-01
1.109232303099145399e-04,3.505592211250342389e-03,-9.438590630509824386e-01
1.103411491721596841e-04,3.505610394325995617e-03,-9.389159626309947493e-01
1.097621205987763643e-04,3.505628387033996648e-03,-9.339988100561305018e-01
1.091861286122465389e-04,3.505646191367068742e-03,-9.291074691182161782e-01
1.086131573181963372e-04,3.505663809297083783e-03,-9.242418043240757664e-01
1.080431909049727607e-04,3.505681242775276953e-03,-9.194016808917788719e-01
1.074762136432200302e-04,3.505698493732470073e-03,-9.145869647469070385e-01
1.069122098854575201e-04,3.505715564079273268e-03,-9.097975225188387194e-01
1.063511640656629502e-04,3.505732455706308311e-03,-9.050332215370557876e-01
1.057930606988537615e-04,3.505749170484404650e-03,-9.002939298274685864e-01
1.052378843806735882e-04,3.505765710264820579e-03,-8.955795161087597434e-01
1.046856197869774013e-04,3.505782076879440136e-03,-8.908898497887477452e-01
1.041362516734225608e-04,3.505798272140973892e-03,-8.862248009607690546e-01
1.035897648750591096e-04,3.505814297843165388e-03,-8.815842404000802102e-01
1.030461443059221404e-04,3.505830155760983249e-03,-8.769680395602775791e-01
1.025053749586293805e-04,3.505845847650823719e-03,-8.723760705697378715e-01
1.019674419039745078e-04,3.505861375250701045e-03,-8.678082062280741971e-01
1.014323302905299800e-04,3.505876740280440898e-03,-8.632643200026138830e-01
1.009000253442454058e-04,3.505891944441869024e-03,-8.587442860248930554e-01
