q0 (),q1,q2,q3
9.977210533135937309e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.747369691081954446e-02
9.975945196958461159e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.931936434225303978e-02
9.974627923802580343e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.118973112028344208e-02
9.973257315527125355e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.308478078811389556e-02
9.971831955795736890e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.500449622329088961e-02
9.970350410106799677e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.694885962008657376e-02
9.968811225824578681e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.891785247166008266e-02
9.967212932211576559e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.091145555199810713e-02
9.965554040462150098e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.292964889763586311e-02
9.963833043737403417e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.497241178915895810e-02
9.962048417201413431e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.703972273248689051e-02
9.960198618058800912e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.913155943993926467e-02
9.958282085593689326e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.124789881108531786e-02
9.956297241210072535e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.338871691337775893e-02
9.954242488473649120e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.555398896257176478e-02
9.952116213155131064e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.774368930293014790e-02
9.949916783275073451e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.995779138721551382e-02
9.947642549150265134e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.021962677564706712e-01
9.945291843441698143e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.044590900195880440e-01
9.942862981204173556e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.067462288326694320e-01
9.940354259937559389e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.090576538781770077e-01
9.937763959639747124e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.113933338438768267e-01
9.935090342861342405e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.137532364015760578e-01
9.932331654762125428e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.161373281856550449e-01
9.929486123169312117e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.185455747713956010e-01
9.926551958637668260e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.209779406531067691e-01
9.923527354511497700e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.234343892220493427e-01
9.920410486988551213e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.259148827441606833e-01
9.917199515185898262e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.284193823375811838e-01
9.913892581207787158e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.309478479499838477e-01
9.910487810215544702e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.335002383357083711e-01
9.906983310499554163e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.360765110327017691e-01
9.903377173553334911e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.386766223392665309e-01
9.899667474149791424e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.413005272906184273e-01
9.895852270419643881e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.439481796352554133e-01
9.891929603932098081e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.466195318111395418e-01
9.887897499777787980e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.493145349216937756e-01
9.883753966654040823e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.520331387116151123e-01
9.879496996952487065e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.547752915425066322e-01
9.875124566849080576e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.575409403683296627e-01
9.870634636396551365e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.603300307106786948e-01
9.866025149619345180e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.631425066338808572e-01
9.861294034611081116e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.659783107199220009e-01
9.856444565722258799e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.688342537177850711e-01
9.851481148232910101e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.717067030145176254e-01
9.846407977705836645e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.745923806061091266e-01
9.841229054057056835e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.774883293510662596e-01
9.835948194019862312e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.803918824270484278e-01
9.830569042311657624e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.833006356874860576e-01
9.825095081744426029e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.862124226436434882e-01
9.819529642466033881e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.891252918234599956e-01
9.813875910477509734e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.920374862819554940e-01
9.808136935538630530e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.949474250592422853e-01
9.802315638548669829e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.978536864014462382e-01
9.796414818469517671e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.007549925772920407e-01
9.790437158843211529e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.036501961389203530e-01
9.784385233944440374e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.065382674898284254e-01
9.778261514599797533e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.094182836358009503e-01
9.772068373698998833e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.122894180064517911e-01
9.765808091418410886e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.151509312456418577e-01
9.759482860173576135e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.180021628786786847e-01
9.753094789314828983e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.208425237729346735e-01
9.746645909578186551e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.236714893164260254e-01
9.740138177302327671e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.264885932460549700e-01
9.733573478421575498e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.292934220636979326e-01
9.726953632244089709e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.320856099841932529e-01
9.720280395024064601e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.348648343645941272e-01
9.713555463336394080e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.376308115688639255e-01
9.706780477262070272e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.403832932265453359e-01
9.699957023392385969e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.431220628478772128e-01
9.693086637659910076e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.458469327614012934e-01
9.686170808004067601e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.485577413433309457e-01
9.679210976879039086e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.512543505108780217e-01
9.672208543611553466e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.539366434543796625e-01
9.665164866616021699e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.566045225854622358e-01
9.658081265474286470e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.592579076806456051e-01
9.650959022887078964e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.618967342017551325e-01
9.643799386504109394e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.645209517762809881e-01
9.636603570639470373e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.671305228224325479e-01
9.629372757878845723e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.697254213050884197e-01
9.622108100584781942e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.723056316101583607e-01
9.614810722306005308e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.748711475260632309e-01
9.607481719096586659e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.774219713221161010e-01
9.600122160750442779e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.799581129145618519e-01
9.592733091956452407e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.824795891119145641e-01
9.585315533379203945e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.849864229320291376e-01
9.577870482670144403e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.874786429840653357e-01
9.570398915413639296e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.899562829091557603e-01
9.562901786012244498e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.924193808741789580e-01
9.555380028515227941e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.948679791135743189e-01
9.547834557394149213e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.973021235146173780e-01
9.540266268269118610e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.997218632420136641e-01
9.532676038589096290e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.021272503980616531e-01
9.525064728269420078e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.045183397149963112e-01
9.517433180289549544e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.068951882764465733e-01
9.509782221253797463e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.092578552652331947e-01
9.502112661917698766e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.116064017349988724e-01
9.494425297682422826e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.139408904034011183e-01
9.486720909059540574e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.162613854648164136e-01
9.479000262108254748e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.185679524206986302e-01
9.471264108847088359e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.208606579259128400e-01
9.463513187641884317e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.231395696495268366e-01
9.455748223571811550e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.254047561486852480e-01
9.447969928775002968e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.276562867543251767e-01
9.440179002775295203e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.298942314676088783e-01
9.432376132791444601e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.321186608660571249e-01
9.424561994030111745e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.343296460184643770e-01
9.416737249963781364e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.365272584077633744e-01
9.408902552594737845e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.387115698610874692e-01
9.401058542706084431e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.408826524863498020e-01
9.393205850100777576e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.430405786147249225e-01
9.385345093829522423e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.451854207484742476e-01
9.377476882408344316e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.473172515136138672e-01
9.369601814026582431e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.494361436169671209e-01
9.361720476745990505e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.515421698071913847e-01
9.353833448691567520e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.536354028394050331e-01
9.345941298234720085e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.557159154430780124e-01
9.338044584169299389e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.577837802928803823e-01
9.330143855880980164e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.598390699822128780e-01
9.322239653510483448e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.618818569991696377e-01
9.314332508111032860e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.639122137047068883e-01
9.306422941800460702e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.659302123128132522e-01
9.298511467908295858e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.679359248724962117e-01
9.290598591118193195e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.699294232514176439e-01
9.282684807605994237e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.719107791210261027e-01
9.274770605173701110e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.738800639430491235e-01
9.266856463379627984e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.758373489572212622e-01
9.258942853664962058e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.777827051701350691e-01
9.251030239476966122e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.797162033451133012e-01
9.243119076389006983e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.816379139930102804e-01
9.235209812217614056e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.835479073638585201e-01
9.227302887136729082e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.854462534392854023e-01
9.219398733789306855e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.873330219256309603e-01
9.211497777396413511e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.892082822477050952e-01
9.203600435863964480e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.910721035431273251e-01
9.195707119887202019e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.929245546571989434e-01
9.187818233053064443e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.947657041382605092e-01
9.179934171940509202e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.965956202334933178e-01
9.172055326218920834e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.984143708851267673e-01
9.164182078744679272e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.002220237270164849e-01
9.156314805655967337e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.020186460815631802e-01
9.148453876465905132e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.038043049569426390e-01
9.140599654154065723e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.055790670446216550e-01
9.132752495256460934e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.073429987171363620e-01
9.124912749954029456e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.090961660261115407e-01
9.117080762159711638e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.108386347005023587e-01
9.109256869604135387e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.125704701450392253e-01
9.101441403919980910e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.142917374388618845e-01
9.093634690725066472e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.160025013343264799e-01
9.085837049704181823e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.177028262559735472e-01
9.078048794689732581e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.193927762996437769e-01
9.070270233741198895e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.210724152317315006e-01
9.062501669223483880e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.227418064885653526e-01
9.054743397884136291e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.244010131759070048e-01
9.046995710929517376e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.260500980685593686e-01
9.039258894099913011e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.276891236100774929e-01
9.031533227743626657e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.293181519125739420e-01
9.023818986890078664e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.309372447566130471e-01
9.016116441321934127e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.325464635911882016e-01
9.008425855646265967e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.341458695337760409e-01
9.000747489364804288e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.357355233704635067e-01
8.993081596943258704e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.373154855561428023e-01
8.985428427879749158e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.388858162147697417e-01
8.977788226772360769e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.404465751396824391e-01
8.970161233385834931e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.419978217939757870e-01
8.962547682717413311e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.435396153109295025e-01
8.954947805061848065e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.450720144944858570e-01
8.947361826075601599e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.465950778197747550e-01
8.939789966840230306e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.481088634336833354e-01
8.932232443924985610e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.496134291554677587e-01
8.924689469448628953e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.511088324774050751e-01
8.917161251140486300e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.525951305654827839e-01
8.909647992400737682e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.540723802601243642e-01
8.902149892359970673e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.555406380769488894e-01
8.894667145937985575e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.569999602075630052e-01
8.887199943901893384e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.584504025203837152e-01
8.879748472923484348e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.598920205614905887e-01
8.872312915635898189e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.613248695555057233e-01
8.864893450689595999e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.627490044065001307e-01
8.857490252807651565e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.641644796989258248e-01
8.850103492840353248e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.655713496985717792e-01
8.842733337819148609e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.669696683535432546e-01
8.835379951009921795e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.683594892952624433e-01
8.828043491965620326e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.697408658394909287e-01
8.820724116578232410e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.711138509873717961e-01
8.813421977130141416e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.724784974264906179e-01
8.806137222344831983e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.738348575319554778e-01
8.798869997436991053e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.751829833674936499e-01
8.791620444161987180e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.765229266865654845e-01
8.784388700864745880e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.778547389334941720e-01
8.777174902528022127e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.791784712446105488e-01
8.769979180820085540e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.804941744494127254e-01
8.762801664141816049e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.818018990717390371e-01
8.755642477673222235e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.831016953309553164e-01
8.748501743419389021e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.843936131431536007e-01
8.741379580255855819e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.856777021223638857e-01
8.734276103973442895e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.869540115817765913e-01
8.727191427322519290e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.882225905349765194e-01
8.720125660056725625e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.894834876971873583e-01
8.713078908976160664e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.907367514865255687e-01
8.706051277970030533e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.919824300252642058e-01
8.699042868058771694e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.932205711411054017e-01
8.692053777435654327e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.944512223684614516e-01
8.685084101507867249e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.956744309497442824e-01
8.678133932937094341e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.968902438366621377e-01
8.671203361679589161e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.980987076915236456e-01
8.664292475025748841e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.992998688885486591e-01
8.657401357639193940e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.004937735151860911e-01
8.650530091595372006e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.016804673734364117e-01
8.643678756419662657e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.028599959811820286e-01
8.636847429125021902e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.040324045735203873e-01
8.630036184249151310e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.051977381041045101e-01
8.623245093891199753e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.063560412464864768e-01
8.616474227748007753e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.075073583954659018e-01
8.609723653149896627e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.086517336684422963e-01
8.602993435096013553e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.097892109067716504e-01
8.596283636289222541e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.109198336771253457e-01
8.589594317170566873e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.120436452728528431e-01
