gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.199942492536755623e+01,1.200003338241596680e+02,-2.640478592435995697e+00,-2.069352951940143376e-02,-4.042226281413944911e+00,-2.804711692109501317e-03
3.199953908194833829e+01,1.200003388060234215e+02,8.220056255349764029e+00,-6.324193657562744708e-02,-4.081934945636473522e+00,1.568111820114814411e-02
3.199947127519154932e+01,1.200004693629220895e+02,-4.692884170775817765e+00,1.172278610850700092e-02,-4.040395278541206281e+00,-6.695655542454341524e-02
3.199956522623283206e+01,1.200003760652898990e+02,5.540270225221021860e+00,1.450661263087948440e-02,-4.015877309295194486e+00,-2.031868480029553822e-02
3.199951996321346570e+01,1.200004207732587389e+02,-4.517116523653318616e+00,5.851211933800468112e-02,-3.830612605040168095e+00,9.184810076032568979e-03
3.199954972838890299e+01,1.200003789605560485e+02,-9.032633575601119347e+00,8.249226335065086048e-04,-4.008086453307277530e+00,7.600647706021135958e-03
3.199949870333573898e+01,1.200002567636451118e+02,-1.238740023292107528e+00,2.998957978463973485e-03,-4.012385136280785858e+00,-1.173268877098384254e-02
3.199951764110330643e+01,1.200003784338999822e+02,-5.921102414845068829e+00,-4.292622187885246354e-02,-3.979541465591974081e+00,-3.304936745455130942e-02
3.199949867605696596e+01,1.200002836028422735e+02,-1.507895987955663131e+01,6.785951307079458351e-03,-3.954058444959691609e+00,-1.487664615301699869e-02
3.199947003392928480e+01,1.200003357210805177e+02,1.144038048136698738e+00,-1.365758064638154454e-02,-3.948906182535208309e+00,7.479756296566992049e-03
3.199946759311881195e+01,1.200003223627631996e+02,-5.023833155974301690e+00,-7.900023366067482691e-04,-4.089599013918266301e+00,3.523748864572234102e-02
3.199944372819313188e+01,1.200003274403103291e+02,2.682193016128387453e-01,8.952587987507597961e-03,-3.996620701026069700e+00,2.956238875387678933e-02
3.199954398968902680e+01,1.200002557285522897e+02,-2.529427655658456064e+00,4.536946433329671485e-02,-3.924803125099862733e+00,-1.088324599990484051e-03
3.199947929002468072e+01,1.200003058525405635e+02,8.958394057673210398e+00,-4.512436743711469023e-03,-4.029515838280260276e+00,3.846302071554819763e-02
3.199953171141479658e+01,1.200003233823150595e+02,2.580753235783474597e+00,4.560027541669479934e-02,-4.097910318576431621e+00,2.452930018792418010e-02
3.199945363310649071e+01,1.200003128396938621e+02,3.740833466830206788e+00,-9.211918264764101805e-02,-3.998661125364440849e+00,-5.150143411107185876e-03
3.199948419645083675e+01,1.200003073825917284e+02,1.160762314733661782e+01,-1.158331075629024098e-01,-4.007397503005766914e+00,-8.977848630559229215e-02
3.199948620358127371e+01,1.200003791927621393e+02,5.762667005753731253e+00,-2.527236630892866487e-02,-3.985716116593557956e+00,1.213091471250080620e-02
3.199948058008054730e+01,1.200002701561366223e+02,-7.502974328235985979e+00,-2.590353497400051455e-02,-4.055122704008054413e+00,6.297992424999815375e-02
3.199943730495114380e+01,1.200003578179397437e+02,8.277845343410630718e+00,-1.545823934829052698e-02,-4.028012210237535307e+00,-3.968568804885638790e-02
3.199954722691965259e+01,1.200002326317991077e+02,3.808741286238340962e+00,-8.953950495356827188e-02,-3.977674604912612377e+00,-2.442289886232071501e-03
3.199955764126126567e+01,1.200002954661990486e+02,4.732916016753495825e+00,8.561082339725915868e-02,-4.006488725819431274e+00,2.242775983910049592e-02
3.199953562902143744e+01,1.200002426290112112e+02,-1.855695111459557400e-01,-3.802163126879438276e-02,-3.992780071007615117e+00,-4.408021357522420164e-02
3.199943804539629610e+01,1.200002743537747278e+02,7.583696297196670377e-01,-4.779029529360668410e-02,-4.079392984438629632e+00,8.208192749106722405e-03
3.199947365554204382e+01,1.200002216759929041e+02,4.596274233128236908e+00,-8.052129999490136372e-03,-3.975583265871648564e+00,9.520755449011042426e-02
3.199938619870766132e+01,1.200002321123308775e+02,1.664402819638409303e+00,-3.684860413207904917e-02,-3.923848261366255308e+00,8.006183610980903420e-02
3.199943962157242083e+01,1.200001886896349390e+02,2.339757145579088871e-01,-1.375987197644973001e-02,-3.992207132217762577e+00,4.916825587787644614e-02
3.199951414231143332e+01,1.200001743455384258e+02,6.157958656693850230e+00,9.883300059512821478e-02,-4.013858461505989794e+00,-8.143527053325438914e-02
3.199948547059526405e+01,1.200002424025515353e+02,5.285076725942385423e+00,7.056968299805099765e-02,-4.069759923565890780e+00,7.089532527861219964e-03
3.199949359220916634e+01,1.200001822078055795e+02,3.343408155853358488e-01,2.374968519578787851e-02,-4.063741928374443368e+00,9.962792368240840080e-02
3.199947438193990479e+01,1.200002826735607329e+02,6.571237844280657825e+00,-7.025169585629045810e-02,-4.053869490879288051e+00,-4.556046459718106345e-02
3.199950422401827765e+01,1.200002082592210542e+02,4.353067438419282453e+00,6.337699507307770208e-02,-3.912023694700009990e+00,-2.520291543326904846e-02
3.199946304635152927e+01,1.200002251180973474e+02,5.649653639803916327e+00,5.855208945712040564e-02,-3.934464454252624588e+00,-3.042900132281194103e-02
3.199948458587292421e+01,1.200002431213665375e+02,3.013662742013716755e+00,1.377405815035520273e-02,-3.966530255649823200e+00,5.067188704341037131e-02
3.199943151227388682e+01,1.200002948208502289e+02,-1.472007733379402339e+01,8.722188849635768501e-03,-3.975638140284769584e+00,7.479794422787960917e-02
3.199952484913337614e+01,1.200002625507766112e+02,-4.001084923051062781e+00,-1.506580068173292604e-02,-3.981523816817286843e+00,1.471166027343466347e-02
3.199950786820146220e+01,1.200001377620855578e+02,-4.302513132176430055e+00,2.575777045508865007e-02,-4.047510391944322272e+00,-2.284238440835273387e-02
3.199954282154097385e+01,1.200002247903132258e+02,-4.262590398864898766e+00,-5.393297581404870450e-02,-4.030057961924327081e+00,2.949480857231609118e-02
3.199947990900298223e+01,1.200002505462046258e+02,-8.563272270559871835e-01,6.163482568632620839e-02,-4.058850257859777599e+00,-3.286455225324187018e-02
3.199952213759293329e+01,1.200002663668942375e+02,-9.671965177696996818e+00,5.996756738999779561e-04,-4.011970240886819639e+00,-6.100692650928543626e-02
3.199954209355471590e+01,1.200002824298358917e+02,-1.911372370598328541e+00,1.773846432726057173e-02,-3.878853078444131519e+00,-6.126754346795694472e-02
3.199948153128827855e+01,1.200002741440804357e+02,1.898332548888127524e+00,8.296175398381876176e-02,-3.975621616395809355e+00,-5.279711312141212309e-02
3.199950098154129563e+01,1.200002653620164779e+02,-8.409074921976962713e+00,4.272683299763078285e-02,-4.013573413086779951e+00,-6.024229785684340199e-02
3.199952857161535391e+01,1.200002398159576273e+02,8.878718519583964408e+00,7.396883562184342065e-02,-4.053303069347054866e+00,7.116353021079392660e-02
3.199945358841283394e+01,1.200002570049088888e+02,-2.466401606291857895e+00,-5.762247652040854151e-02,-4.031559651043905568e+00,5.531953673701231478e-02
3.199954050999156863e+01,1.200002603039537235e+02,9.486851360391161947e+00,2.081495446935694230e-02,-3.986049875352222216e+00,-1.139552916309257737e-02
3.199940984878105965e+01,1.200001927338351493e+02,-1.169074448694022728e+01,8.485473607564601381e-03,-3.981513798241881119e+00,-7.861002365252734922e-03
3.199947731272727580e+01,1.200001321571439377e+02,1.325186039406484895e+01,1.262942125843898589e-01,-4.000615958338102018e+00,-2.409623021445088387e-02
3.199944495838392555e+01,1.200001491749677029e+02,-8.934975638707648216e+00,1.586577979535528510e-02,-4.018548627467524170e+00,-4.231849799639596232e-02
3.199950437763366651e+01,1.200001252301061641e+02,-6.834127015964259755e+00,2.002284193171315341e-01,-3.960548915248583324e+00,-5.083488076341747749e-03
3.199945566278503506e+01,1.200001955936948264e+02,4.583213622608670601e-01,1.100710537755908297e-01,-3.953606613983202234e+00,-5.429494007696688412e-02
3.199941799734730452e+01,1.200002734684739778e+02,-3.557306448706001323e-01,1.798021109082531821e-01,-4.033792833180485538e+00,1.877640699891784670e-02
3.199964558388117908e+01,1.200001332961308691e+02,-8.383799104780973011e+00,3.308453243509015818e-01,-4.057503343604535573e+00,-4.497206864166179013e-02
3.199949314247079002e+01,1.200001492566982080e+02,-7.798966147685542083e+00,5.438885531628738779e-01,-4.003503699617385614e+00,3.146038060714211743e-02
3.199945631464143503e+01,1.200001446084560683e+02,-7.533664167795302902e+00,5.667299267727986534e-01,-3.975644069977202655e+00,-1.963430101401632960e-02
3.199952881524878734e+01,1.200001149780955529e+02,8.097953853715171846e+00,7.302836372645503671e-01,-3.922722282623873902e+00,4.425403145041958974e-03
3.199951830617872162e+01,1.200002284462274531e+02,2.860841532362726980e+00,8.961285316540563706e-01,-3.840721543193639231e+00,-6.270170260343036449e-03
3.199954258064398616e+01,1.200001436759602740e+02,4.926358057094829768e+00,1.091121201616126690e+00,-3.871468259018219005e+00,-1.861328073560653690e-02
3.199949843791797477e+01,1.200001295074485910e+02,-7.612218253493719722e+00,1.339370593166494094e+00,-3.779179631538148953e+00,-4.621298239767412767e-03
3.199951254519762145e+01,1.200001950844988841e+02,-1.081594063033548281e+01,1.661447700089610180e+00,-3.671697874975837550e+00,-6.247242950086968373e-03
3.199951934526310282e+01,1.200000910524505429e+02,1.153552864043677317e+01,1.766435173523466462e+00,-3.471441947245390125e+00,-5.531953801704886549e-03
3.199947139445675148e+01,1.200001516343358787e+02,1.036744791536298571e+01,1.988599097548473527e+00,-3.453272011020142696e+00,-7.420048325873183914e-02
3.199946217165074813e+01,1.200002661135503530e+02,3.334414888495110585e+00,2.136043131995576161e+00,-3.463444247518666419e+00,-1.366916076156422244e-01
3.199949735473312629e+01,1.200002723930351891e+02,-1.117149190999223585e+01,2.348061881151446872e+00,-3.306278103453744510e+00,-3.073575139370485904e-02
3.199956077405592936e+01,1.200001166547535831e+02,4.005148635182124828e+00,2.487271200487404688e+00,-3.074026666042867006e+00,6.897451539358698258e-02
3.199952015532885596e+01,1.200000926884077757e+02,2.127144419763060768e+01,2.512823696467306078e+00,-3.017631056658619304e+00,-2.000178056509608823e-02
3.199951178467478741e+01,1.200000800221386470e+02,2.588098134678880058e+00,2.706385374275160682e+00,-2.842503142920557835e+00,-4.595321422225998043e-02
3.199953671670906985e+01,1.200000881401479234e+02,-6.164441407717516919e-01,2.937229182081347645e+00,-2.874969598603667631e+00,-9.198521254040548101e-02
3.199950082686769548e+01,1.200000976342315226e+02,-3.113521044514604874e+00,2.973317812099284474e+00,-2.677068867906388316e+00,3.584247346346530055e-02
3.199954578219598389e+01,1.200001160630806680e+02,6.573673521924096264e+00,3.106787541585255052e+00,-2.474589097389292114e+00,-3.645475063247507336e-02
3.199945505823786007e+01,1.200000863182571464e+02,4.663250943377864388e+00,3.180006491156313508e+00,-2.469423638755133599e+00,2.350513900141334989e-03
3.199955308423387024e+01,1.200001242967446018e+02,-3.202747529351805400e-01,3.241780535647543537e+00,-2.329792668267213429e+00,-1.190936915402172891e-02
3.199962661191996105e+01,1.200001271132644263e+02,-6.877908212950181621e+00,3.232760478860052800e+00,-2.225413656848487243e+00,1.184266040579182305e-01
3.199949654926933107e+01,1.200000976343234100e+02,2.124386556126369729e+00,3.307710347833118458e+00,-2.042329153573505973e+00,3.435163374161489397e-02
3.199957365320154778e+01,1.200000922738021671e+02,-2.498710641091260065e+00,3.463893993614370004e+00,-2.041666418593149679e+00,1.609795787692999344e-02
3.199953994067664453e+01,1.200001015586484385e+02,4.368653140336613561e+00,3.433665503038842548e+00,-1.932600830504547673e+00,-4.702959653934971757e-03
3.199961831116778299e+01,1.200000886864013978e+02,-3.059140914067195460e+00,3.562941080090096246e+00,-1.814581160835937901e+00,1.312897548914161543e-02
3.199950065833627733e+01,1.200000945468918303e+02,2.459341134157528863e+00,3.557048510776631645e+00,-1.824032914798892513e+00,4.829599416475297696e-02
3.199950418963465637e+01,1.200000458224231892e+02,-5.407381626177419909e-01,3.598436535945217063e+00,-1.653491841474793000e+00,3.168209626435905535e-02
3.199952473528169961e+01,1.200001255556824447e+02,-6.680522100389466367e+00,3.663178446826047985e+00,-1.613372924217977289e+00,-2.476101787025687673e-02
3.199955340142345506e+01,1.200000606846266606e+02,3.916948984138546308e-01,3.743265308185347529e+00,-1.549815686473150489e+00,-3.392624033559033664e-02
3.199954311281309316e+01,1.200001092672684564e+02,2.179204051108619034e+00,3.755264881009186873e+00,-1.470233574082013384e+00,-1.986825824766935006e-02
3.199960325190226129e+01,1.199999669182660966e+02,5.439946902689758446e+00,3.695419581969144218e+00,-1.379700581655286085e+00,3.416966295225241229e-02
3.199954717451365482e+01,1.199999924162042220e+02,-2.423198895030175493e+00,3.694802832282412464e+00,-1.179548091845886715e+00,-3.165352587661134781e-02
3.199961571400055504e+01,1.200000894338220405e+02,-4.869055786641790284e+00,3.916454634921050282e+00,-1.307528143689439259e+00,1.940033847899429870e-02
3.199959308703986949e+01,1.200001258533673791e+02,8.164740416734876050e+00,3.789820887544399497e+00,-1.218298957677540928e+00,7.699435748312365158e-02
3.199961815548897093e+01,1.200001412331604769e+02,-5.833745048080210438e+00,3.820091691443140647e+00,-1.057337851387958327e+00,-4.905713720127290178e-02
3.199957745943907739e+01,1.200000772767122470e+02,1.869758516235993984e+00,3.857057544059802723e+00,-1.063918079055553134e+00,2.677857744130809903e-02
3.199961609842295474e+01,1.200000774126040568e+02,1.374893008547805451e+01,3.822491107880319205e+00,-9.931715466490299571e-01,-1.105624311135046736e-02
3.199958913193802346e+01,1.200001106550839580e+02,6.228365344550387261e-01,3.806849310185903335e+00,-1.039259570572268476e+00,-5.698965248426152153e-02
3.199953742983620586e+01,1.199999632142290551e+02,2.490549986958883188e+00,3.958036978704268183e+00,-8.534220145895756726e-01,-1.012785283919432761e-01
3.199961929525796478e+01,1.200001284618969777e+02,-5.083569516217487205e+00,3.928333687687713738e+00,-8.414733476587337169e-01,6.004830770930711520e-02
3.199960860466253720e+01,1.200000464999067873e+02,5.190806229279802508e+00,3.890930725399756707e+00,-7.951787403132898335e-01,5.373781438049599068e-02
3.199957062615932202e+01,1.200000123111711048e+02,4.237349310089808085e+00,3.964768668805081386e+00,-7.379938079412126095e-01,-8.090002334145017862e-03
3.199960395647026701e+01,1.200001159516233429e+02,2.618128418482783992e+00,3.956494450878854874e+00,-7.985184485839309509e-01,-3.086688734031789103e-03
3.199962466624630508e+01,1.200000779275662666e+02,-9.517680926315519319e-01,3.869972247801698018e+00,-7.211909978140156330e-01,5.123356019011929968e-02
3.199953754155380281e+01,1.200000992459880251e+02,1.620992376036987759e+00,3.903994101586631960e+00,-6.572171586107113939e-01,-3.869599653557170837e-02
3.199968085272691454e+01,1.200000830117455166e+02,-1.207772020849027461e+00,3.932470190407559851e+00,-7.096952924662449647e-01,-4.005392840031452711e-02
3.199959742780412597e+01,1.200000911290819090e+02,2.342161316171220697e+00,4.033156410768904188e+00,-6.422672704703885627e-01,3.777369394556412407e-02
3.199963572174230819e+01,1.200000118860358072e+02,-7.029286966892541955e+00,3.985116881846874293e+00,-5.105125859942177824e-01,-3.257206635048468142e-03
3.199967274982745380e+01,1.200001275469278141e+02,2.569661380820305929e+00,3.930097410364556065e+00,-4.849151542598559295e-01,3.192883590107006148e-02
3.199959140193355012e+01,1.200000896613915558e+02,5.917895404329173159e-01,3.968588356450640564e+00,-4.763368450537575072e-01,7.206300526926815234e-03
3.199953867382731332e+01,1.200000004820221875e+02,-2.113109129080240067e-02,3.996965174913653218e+00,-5.023154635301693149e-01,-1.394181194544590399e-02
3.199962718929361927e+01,1.199999549667480778e+02,-9.115371934588312186e-01,4.046441522682425074e+00,-5.545274258257749667e-01,-1.047304092071607573e-02
3.199963445821603614e+01,1.200000596319145529e+02,-3.738566107151046758e+00,3.922487434251077154e+00,-5.179988949723492997e-01,5.760889833509574842e-02
3.199962277479335526e+01,1.200000324293675220e+02,4.130015201474553366e-01,3.969785831084044148e+00,-3.534164696884047885e-01,3.889668241304704982e-02
3.199960912236629440e+01,1.200000885610275958e+02,-4.740580106595224663e+00,3.998582465417439558e+00,-3.454630154931647712e-01,-4.743965513944060214e-03
3.199966886508030584e+01,1.200001599572504318e+02,-8.384888926826514766e-01,4.030360190904850093e+00,-3.525170849935628792e-01,7.355155966553526825e-02
3.199968070907228324e+01,1.200000162382940090e+02,3.339465698934825255e+00,4.023006934687133551e+00,-3.437119932111858400e-01,5.994043321384982109e-02
3.199965919285011040e+01,1.200000171561039934e+02,6.145986316251013104e-01,4.011641167118379592e+00,-3.225686148634305805e-01,6.046963451659614214e-02
3.199970929059308489e+01,1.200000840171507832e+02,3.484937493291484945e+00,4.029185315861737671e+00,-2.745863400335081250e-01,4.505780557823620136e-02
3.199969040030201839e+01,1.200000879234098079e+02,2.592985396507459850e+00,3.998925688591807415e+00,-3.026538871434829581e-01,6.696309610649427146e-02
3.199965414980237099e+01,1.200000010309075549e+02,3.981829317007612890e+00,4.027105441151023868e+00,-2.355229166352167391e-01,-5.390943223165504256e-02
3.199962022217475877e+01,1.199999876234803651e+02,-1.008208170634265066e+01,3.967758599266175690e+00,-2.582299989149840491e-01,-5.518179126771532994e-02
3.199970265640284239e+01,1.200000533777544547e+02,5.803123923033488563e-01,3.976516427660130137e+00,-2.582939151582400727e-01,-1.152025862808225311e-02
3.199968415633927776e+01,1.200000040487095134e+02,-5.913489767159598287e+00,3.976742330402141423e+00,-2.985647931313272219e-01,-1.253316374052718118e-02
3.199977142710022449e+01,1.200000855087030516e+02,-6.253625719937251581e+00,4.064459256136770726e+00,-2.299536206590889476e-01,-7.152922666566409633e-03
3.199962309401252014e+01,1.200000385870839494e+02,-1.274859842349669314e+00,4.036995247565957179e+00,-2.082216474764410352e-01,-4.047222454123176882e-02
3.199972577475236690e+01,1.200000996072440955e+02,1.851776125314900101e-01,3.992920206485390811e+00,-2.752406480392824983e-01,1.501437681590856235e-03
3.199972086077243105e+01,1.200000148053666180e+02,-1.612782767388453564e+01,4.093665047677523816e+00,-2.312713990679663711e-01,-8.040165425176554193e-02
3.199964662968112705e+01,1.200000457285704982e+02,-1.485364845424807179e+00,4.007453666887266230e+00,-1.968586222644222727e-01,1.850600474824109012e-02
3.199968688935855710e+01,1.200000656608224858e+02,-3.515961190084612387e+00,4.083734433122909735e+00,-1.411190670031136907e-01,-1.191233046689294146e-02
3.199967190007533091e+01,1.200000452610583608e+02,-3.860052934171187999e+00,3.960607152048644330e+00,-1.718440934076573279e-01,-5.380012477879506788e-02
3.199964932777389492e+01,1.200000279469978892e+02,-1.454008166372378508e+00,3.957805212416723784e+00,-1.679909960742224095e-01,-3.330483554647086907e-03
3.199964721261686762e+01,1.200000825438529262e+02,7.995945061459797998e+00,4.059553553979319496e+00,-6.867235623332094974e-02,-5.030002415119736586e-02
3.199979820033916766e+01,1.200000718835059530e+02,-2.375598902140692470e+00,3.976174373364589787e+00,-1.256801178442324973e-01,1.397216000996876761e-01
3.199977291069943774e+01,1.200001242918496303e+02,1.315353890458599073e+00,3.971340312188985422e+00,-9.859829744711792743e-02,-2.194759932431546157e-02
3.199972466674368121e+01,1.200001349347184743e+02,-1.191142765450161711e+01,4.058486881775270838e+00,-8.949688855892745654e-02,-4.729566667718525241e-02
3.199971981574963564e+01,1.200000439847013922e+02,-3.610727437188432809e+00,3.947439164775451204e+00,-8.587101524321415214e-02,-6.664226457900095102e-03
3.199964175412338818e+01,1.200000578940895508e+02,-3.269188529773845442e+00,4.055401331931176578e+00,-7.865824257895688565e-02,5.066515387210020205e-02
3.199976598180742826e+01,1.200000405940277943e+02,-1.317581763264399131e+00,3.968115956752293449e+00,-9.344261584603077986e-02,-7.876887382575567531e-03
3.199970738060660480e+01,1.200000228459234251e+02,6.791113781132172456e+00,4.046226781722553234e+00,-1.082057594367872577e-01,-6.942856426910973440e-03
3.199970576127598321e+01,1.200000611438804299e+02,-2.939767501726145427e-01,3.953945924514050247e+00,-9.491748207227239387e-02,-2.878058262491224942e-02
3.199970455164485017e+01,1.200000440483983795e+02,-2.617881701571548980e+00,3.991384588836466740e+00,-6.297432439920502834e-02,1.038651490667958852e-02
3.199978134946617914e+01,1.199999952330338715e+02,-9.263542108175190748e+00,4.008749336572583921e+00,-1.036655217816733754e-01,-9.275939866977425674e-02
3.199965090953991265e+01,1.200000207536237440e+02,-1.049620771221729498e+01,3.935246555092845711e+00,-5.127616363108316450e-02,-1.250644885305542686e-01
3.199973135617173625e+01,1.199999817185275219e+02,-1.878351653644006358e+00,4.051160634620239342e+00,-6.137584953378598385e-02,5.564624530161113580e-03
3.199974504314584323e+01,1.200000843317318413e+02,4.439965899852638564e+00,4.037749045777016654e+00,-5.136015163221319124e-02,-3.241736464378136562e-02
3.199974632199775471e+01,1.200000734198218737e+02,3.272195945371796810e+00,4.062940485433392368e+00,-1.064587949659807631e-01,9.574624914909758699e-02
3.199969913450721748e+01,1.200000648177362734e+02,-9.482525647271598856e+00,3.984918195787714001e+00,-1.127033342283468159e-01,-1.227078932637349490e-02
3.199975177802687298e+01,1.200001364610234589e+02,3.936515951764753662e+00,3.924503188573208678e+00,-8.332424103483700162e-02,1.596181095704748629e-02
3.199978116028151476e+01,1.200000981480777682e+02,-7.671247055208784360e+00,4.023477043447751811e+00,-1.035088065501781340e-01,7.294320459522742051e-02
3.199974161299535780e+01,1.200001176624947590e+02,-1.501135550207848723e+01,3.908664566618839764e+00,8.063928968901959426e-02,-5.251889358709069255e-02
3.199982231307330238e+01,1.200001300829873543e+02,-6.931403794384348060e+00,3.912960189500692021e+00,-4.477918831973502767e-02,5.350616229108472524e-03
3.199978775092082373e+01,1.200000384984454200e+02,-5.154914172318791010e+00,3.949978828107242101e+00,-4.976553253678482613e-02,-3.606384601327060346e-02
3.199976263828016343e+01,1.200001198907314404e+02,-8.359109562113175684e+00,4.104037761203758627e+00,-5.186030702020685140e-02,-4.680060563775594040e-02
3.199979544386549435e+01,1.200000613276643122e+02,1.012348014688007858e+01,3.971663564712847538e+00,-5.254544844052191910e-02,1.408860963120397471e-02
3.199982005443641597e+01,1.200000627740339638e+02,-2.979072146873229521e+00,4.019771498346997873e+00,-6.215939385723054378e-02,1.673536378409384504e-02
3.199984069915004170e+01,1.200000591379213972e+02,5.623387337129241104e+00,3.983146898397180724e+00,-1.906198487530389243e-02,-1.562336180319867998e-02
3.199979486782407179e+01,1.200000863211917022e+02,-4.241187201247901051e+00,4.013758944269627982e+00,4.669585872316906611e-02,1.117718833264267492e-02
3.199976909965752014e+01,1.200001047808999033e+02,-1.578215502167646944e+00,4.026464839821089825e+00,-1.615390376845781961e-01,2.230261668772260536e-02
3.199975874625976502e+01,1.199999789434801727e+02,-4.186508553309665537e+00,3.961217744438285226e+00,-8.950231637937458573e-02,-2.689351975950471027e-02
3.199975373097825226e+01,1.200000761027932015e+02,-1.731403721335907919e+00,3.954636158765961085e+00,-3.278760098172266158e-02,5.242398025596609057e-02
3.199985117636439824e+01,1.199999840509566695e+02,3.150144556336681223e+00,3.900950634954151397e+00,-2.814040899365385928e-02,1.752170580731047395e-02
3.199988322584421141e+01,1.199999767719276633e+02,-2.141791272248866562e+00,3.957945805840160425e+00,-3.638905982884163559e-02,1.544485611297154518e-02
3.199977725359574876e+01,1.200000062699142234e+02,-8.905688497732427322e+00,4.022255659472890876e+00,-6.125216626653244567e-02,-2.300980495630437772e-02
3.199984060607397396e+01,1.200000751146154983e+02,-3.329438149675359337e+00,4.026513134540918415e+00,7.732998799992440997e-02,2.715309742902750900e-02
3.199985260277818355e+01,1.200001443846479390e+02,-1.012920549051191799e+01,4.008992924945945724e+00,3.233361887575914029e-02,-5.988756235896330882e-02
3.199979177487276871e+01,1.200001128941800488e+02,-1.152258437235589739e+01,3.942614951372103160e+00,-2.763759619984200444e-02,-1.114189199168912417e-02
3.199987084763584377e+01,1.200000604852601782e+02,8.578422198216156147e+00,4.014237449119727685e+00,-6.047421489369336767e-02,4.749060598755586496e-04
3.199988697982708885e+01,1.200000568473828082e+02,2.796241079709633759e+00,3.929561843258451592e+00,2.361111569549579486e-02,-7.518801599028594740e-02
3.199992351365839127e+01,1.200000081272824559e+02,-1.370383062907851368e+01,3.955378349307716146e+00,8.461935818821744726e-02,9.132382533479127540e-02
3.199988392329087361e+01,1.200000799445841864e+02,-2.879791114357986181e+00,3.981993032526823129e+00,-6.245377781996103161e-02,1.831956591431585166e-02
3.199985336430125926e+01,1.200000797329801401e+02,-4.771823855880518828e+00,3.953812018673178219e+00,-1.162583339987929322e-02,-5.782041128344114767e-02
3.199990774298995433e+01,1.199999819636531981e+02,-6.760041878784516456e+00,3.928648785188485260e+00,-2.337017056552383870e-02,-1.689314878431168523e-02
3.199988144934890144e+01,1.199999877565113025e+02,1.164473872138992228e+01,3.953770991975979143e+00,7.632752091595275401e-02,5.811381151420379892e-02
3.199978103767136872e+01,1.199999892646577706e+02,-2.133035037401542766e+00,4.018096445949582929e+00,2.747871939188285123e-03,3.980817728546362337e-03
3.199979910813621231e+01,1.200000762367202753e+02,1.075120938707254936e+01,4.017857512016626664e+00,-1.092785590302772225e-01,-1.057799376247923195e-01
3.199982267074864239e+01,1.200000656341649403e+02,1.164983428866019999e+01,4.024200459093936644e+00,7.379680098456296855e-02,1.766374922592676630e-02
3.199984622002144263e+01,1.200000516553445777e+02,-3.202850329720411171e+00,4.035633039694246804e+00,5.766665047938279720e-02,-1.252925805340845272e-02
3.199991957136143128e+01,1.200000581786143385e+02,2.133179633391290686e+00,3.965150414097360354e+00,-8.667287301277185052e-02,3.340498300469206538e-02
3.199995049409460890e+01,1.200000116794160618e+02,-2.732150520175561370e-01,4.062069350510810750e+00,4.566449874644300244e-02,-2.413371045893045880e-02
3.199997086824158998e+01,1.200000791230176134e+02,-7.915425125999269174e-01,3.920576853260059114e+00,5.940734928629801126e-04,1.657959837698905550e-03
3.199996892392579895e+01,1.200001008802151858e+02,-2.165996196299926346e+00,3.965393032410866159e+00,3.702009712147349280e-02,8.403273499035737726e-02
3.199992907264508446e+01,1.200000929987954095e+02,-9.175140038952676047e-01,3.996477951682288587e+00,-2.331348430652853757e-02,-1.173270910886096280e-02
3.199987151284320674e+01,1.200000680506123558e+02,-1.858645218640009755e+00,4.039001412327897000e+00,8.329764029404621017e-03,1.082848506287573814e-02
3.199989235377389107e+01,1.199999913063222863e+02,4.891540794729373753e-02,4.016616589540705107e+00,-1.586590054938472050e-02,-2.839787920080708017e-02
3.199986716322640490e+01,1.200000812293764199e+02,1.814668313697687552e+01,3.962839195431455686e+00,3.086474851536390868e-02,1.220743943664299655e-02
3.199987184523067540e+01,1.200001353367601951e+02,-6.395041746789605241e+00,4.009155690588201537e+00,2.149533778288135674e-03,1.432632611849460162e-02
3.199996778739334857e+01,1.200002151577634777e+02,-1.096412467394771184e+01,3.996963640147749519e+00,4.613939442237660615e-02,4.019230167206390425e-02
3.199996073120048479e+01,1.200000092549381208e+02,-1.025656420976882366e+01,3.990951024863259811e+00,-9.989382294689588479e-03,-4.189374063348226540e-02
3.199995209858202472e+01,1.200000633070421401e+02,1.836492242084235338e+00,3.975260725253809468e+00,-1.277165669257474510e-02,-9.658556637230971548e-04
3.199994992185437681e+01,1.200000244173937176e+02,-2.299410677178015838e+00,3.950701180894505615e+00,8.120301336085554433e-02,2.060755884587679720e-02
3.199993957735795647e+01,1.200000259679549117e+02,-3.349439433549105782e+00,4.048615871762320850e+00,-2.954728338313128075e-02,2.679070548704362217e-02
3.199988832895125057e+01,1.200000187994842804e+02,-8.672166598481295452e+00,3.990427107709180632e+00,-3.086156741200422188e-02,-1.067710502640987005e-02
3.199998092622549706e+01,1.200000742004145167e+02,-1.024565181373223943e+00,4.019542725810244299e+00,-2.965646214003945028e-02,3.396177570732993728e-02
3.199988529954741168e+01,1.200000651705775709e+02,-4.666439266602926850e+00,4.034272498372516225e+00,-3.557287823985527675e-02,-1.982430126936478298e-02
3.199992391800913438e+01,1.200000125884080546e+02,1.650055175953475173e+00,4.077851423313197721e+00,1.104103829951494781e-01,-1.992924738828730225e-02
